clip	duration[ms]
common_voice_tr_43198353.mp3	7848
common_voice_tr_42705681.mp3	6768
common_voice_tr_42979204.mp3	8172
common_voice_tr_42698059.mp3	2988
common_voice_tr_42699528.mp3	5580
common_voice_tr_42698049.mp3	5040
common_voice_tr_42698828.mp3	4896
common_voice_tr_42697910.mp3	6228
common_voice_tr_43373046.mp3	4788
common_voice_tr_43422181.mp3	6156
common_voice_tr_42697433.mp3	4320
common_voice_tr_43105042.mp3	4356
common_voice_tr_42698683.mp3	7200
common_voice_tr_42697869.mp3	2988
common_voice_tr_42697625.mp3	6660
common_voice_tr_42699640.mp3	7560
common_voice_tr_42910610.mp3	5040
common_voice_tr_42697871.mp3	5220
common_voice_tr_43393713.mp3	9576
common_voice_tr_42761616.mp3	11268
common_voice_tr_43105041.mp3	6948
common_voice_tr_42697667.mp3	7668
common_voice_tr_42925592.mp3	7380
common_voice_tr_42697420.mp3	5256
common_voice_tr_43078671.mp3	4248
common_voice_tr_43059684.mp3	5976
common_voice_tr_42697479.mp3	6948
common_voice_tr_42697955.mp3	5400
common_voice_tr_42701387.mp3	3060
common_voice_tr_42699624.mp3	5148
common_voice_tr_43182587.mp3	5724
common_voice_tr_42701384.mp3	2988
common_voice_tr_42701275.mp3	5796
common_voice_tr_42697886.mp3	5580
common_voice_tr_42697419.mp3	7308
common_voice_tr_43267927.mp3	8244
common_voice_tr_42753114.mp3	5148
common_voice_tr_43373647.mp3	8496
common_voice_tr_43033031.mp3	7128
common_voice_tr_42701385.mp3	3168
common_voice_tr_42991688.mp3	6372
common_voice_tr_42935147.mp3	3348
common_voice_tr_43394077.mp3	3708
common_voice_tr_43078672.mp3	3780
common_voice_tr_42800681.mp3	6516
common_voice_tr_42991563.mp3	6768
common_voice_tr_43394080.mp3	6480
common_voice_tr_42698676.mp3	9288
common_voice_tr_42699408.mp3	7020
common_voice_tr_43105129.mp3	7128
common_voice_tr_42925612.mp3	4896
common_voice_tr_42697846.mp3	6516
common_voice_tr_43078670.mp3	11376
